cp_hex	char	count	block	category	name
U+8C55	豕	26	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8C55
U+904B	運	26	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-904B
U+90CA	郊	26	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-90CA
U+9675	陵	26	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9675
U+9F4A	齊	26	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9F4A
U+386C	㡬	25	CJK Unified Ideographs Extension A	Lo	CJK UNIFIED IDEOGRAPH-386C
U+59D3	姓	25	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-59D3
U+5B78	學	25	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5B78
U+5BD2	寒	25	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5BD2
U+5C6C	屬	25	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5C6C
U+5E7E	幾	25	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5E7E
U+6F64	潤	25	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6F64
U+8085	肅	25	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8085
U+8981	要	25	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8981
U+24F35	𤼵	25	CJK Unified Ideographs Extension B	Lo	CJK UNIFIED IDEOGRAPH-24F35
U+4EE3	代	24	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4EE3
U+517C	兼	24	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-517C
U+5D07	崇	24	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5D07
U+5EE3	廣	24	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5EE3
U+613C	愼	24	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-613C
U+6238	戸	24	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6238
U+756B	畫	24	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-756B
U+7AE5	童	24	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7AE5
U+8072	聲	24	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8072
U+8305	茅	24	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8305
U+8996	視	24	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8996
U+8B00	謀	24	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8B00
U+9CF4	鳴	24	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9CF4
U+9F3B	鼻	24	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9F3B
U+4E56	乖	23	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E56
U+4EFB	任	23	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4EFB
U+5C04	射	23	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5C04
U+5FD8	忘	23	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5FD8
U+6563	散	23	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6563
U+674E	李	23	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-674E
U+6BC1	毁	23	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6BC1
U+7006	瀆	23	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7006
U+722D	爭	23	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-722D
U+84CB	蓋	23	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-84CB
U+89D2	角	23	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-89D2
U+986F	顯	23	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-986F
U+4F3C	似	22	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4F3C
U+50B3	傳	22	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-50B3
U+5343	千	22	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5343
U+554F	問	22	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-554F
U+56FA	固	22	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-56FA
U+5F83	徃	22	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5F83
U+7A74	穴	22	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7A74
U+7B56	策	22	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7B56
U+7C21	簡	22	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7C21
U+80B2	育	22	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-80B2
U+8271	艱	22	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8271
U+8863	衣	22	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8863
U+89F8	觸	22	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-89F8
U+9010	逐	22	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9010
U+4E59	乙	21	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E59
U+4EA2	亢	21	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4EA2
U+539F	原	21	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-539F
U+5B98	官	21	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5B98
U+5DF1	己	21	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5DF1
U+60A3	患	21	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-60A3
U+64EC	擬	21	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-64EC
U+907A	遺	21	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-907A
U+91CC	里	21	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-91CC
U+932B	錫	21	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-932B
U+95D5	闕	21	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-95D5
U+9694	隔	21	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9694
U+4E18	丘	20	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E18
U+4ECB	介	20	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4ECB
U+5B57	字	20	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5B57
U+5E03	布	20	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5E03
U+5EB6	庶	20	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5EB6
U+6250	扐	20	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6250
U+65B0	新	20	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-65B0
U+661F	星	20	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-661F
U+671D	朝	20	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-671D
U+6D78	浸	20	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6D78
U+7984	禄	20	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7984
U+79B4	禴	20	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-79B4
U+8089	肉	20	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8089
U+830D	茍	20	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-830D
U+8669	虩	20	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8669
U+8986	覆	20	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8986
U+8CA1	財	20	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8CA1
U+8EAC	躬	20	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8EAC
U+8FF7	迷	20	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8FF7
U+9589	閉	20	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9589
U+9918	餘	20	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9918
U+9F13	鼓	20	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9F13
U+50BE	傾	19	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-50BE
U+54C1	品	19	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-54C1
U+5949	奉	19	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5949
U+5BE7	寧	19	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5BE7
U+5C48	屈	19	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5C48
U+60A6	悦	19	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-60A6
U+6548	效	19	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6548
U+671F	期	19	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-671F
U+6CE5	泥	19	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6CE5
U+6DEB	淫	19	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6DEB
U+725D	牝	19	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-725D
U+7586	疆	19	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7586
U+76E7	盧	19	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-76E7
U+77F3	石	19	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-77F3
U+85A6	薦	19	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-85A6
U+8AD6	論	19	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8AD6
U+8CAB	貫	19	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8CAB
U+9077	遷	19	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9077
U+97F3	音	19	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-97F3
U+3479	㑹	18	CJK Unified Ideographs Extension A	Lo	CJK UNIFIED IDEOGRAPH-3479
U+4F8B	例	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4F8B
U+5178	典	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5178
U+51B5	况	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-51B5
U+5217	列	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5217
U+525D	剝	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-525D
U+52A0	加	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-52A0
U+555E	啞	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-555E
U+59DA	姚	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-59DA
U+5C01	封	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5C01
U+5E9A	庚	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5E9A
U+5EAB	庫	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5EAB
U+6064	恤	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6064
U+61F7	懷	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-61F7
U+6597	斗	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6597
U+6B3D	欽	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6B3D
U+7533	申	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7533
U+793A	示	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-793A
U+7E4B	繋	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7E4B
U+7FB8	羸	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7FB8
U+821F	舟	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-821F
U+85E9	藩	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-85E9
U+884D	衍	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-884D
U+8A73	詳	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8A73
U+8A85	誅	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8A85
U+8D64	赤	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8D64
U+8ECD	軍	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8ECD
U+9038	逸	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9038
U+9664	除	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9664
U+4E57	乗	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E57
U+5100	儀	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5100
U+5857	塗	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5857
U+5F31	弱	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5F31
U+6666	晦	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6666
U+66F3	曳	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-66F3
U+66F4	更	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-66F4
U+6731	朱	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6731
U+6821	校	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6821
U+68DF	棟	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-68DF
U+6A48	橈	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6A48
U+6B8A	殊	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6B8A
U+8036	耶	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8036
U+80CC	背	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-80CC
U+8272	色	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8272
U+8870	衰	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8870
U+8A69	詩	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8A69
U+8AA0	誠	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8AA0
U+9020	造	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9020
U+907F	避	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-907F
U+5171	共	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5171
U+540E	后	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-540E
U+56B4	嚴	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-56B4
U+5915	夕	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5915
U+5A5A	婚	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5A5A
U+5AC1	嫁	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5AC1
U+5BAB	宫	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5BAB
U+5BAE	宮	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5BAE
U+5BDF	察	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5BDF
U+5C24	尤	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5C24
U+5F13	弓	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5F13
U+6096	悖	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6096
U+60DF	惟	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-60DF
U+614E	慎	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-614E
U+63A5	接	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-63A5
U+63DA	揚	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-63DA
U+6562	敢	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6562
U+6627	昧	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6627
U+6697	暗	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6697
U+671B	望	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-671B
U+6CB3	河	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6CB3
U+6CC9	泉	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6CC9
U+711A	焚	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-711A
U+723E	爾	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-723E
U+7965	祥	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7965
U+7D76	絶	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7D76
U+7E3D	總	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7E3D
U+8070	聰	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8070
U+8C48	豈	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8C48
U+90AA	邪	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-90AA
U+95DA	闚	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-95DA
U+9632	防	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9632
U+96C9	雉	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-96C9
U+9858	願	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9858
U+55DF	嗟	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-55DF
U+58DE	壞	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-58DE
U+597D	好	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-597D
U+5BE1	寡	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5BE1
U+5C4B	屋	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5C4B
U+5E25	帥	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5E25
U+5F8B	律	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5F8B
U+606D	恭	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-606D
U+60E0	惠	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-60E0
U+6230	戰	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6230
U+6301	持	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6301
U+6566	敦	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6566
U+6691	暑	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6691
U+68D8	棘	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-68D8
U+6BD2	毒	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6BD2
U+6E05	清	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6E05
U+7272	牲	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7272
U+7389	玉	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7389
U+79A6	禦	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-79A6
U+7B6E	筮	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7B6E
U+805E	聞	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-805E
U+8AA4	誤	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8AA4
U+8C8C	貌	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8C8C
U+8CD3	賓	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8CD3
U+8E81	躁	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8E81
U+8F2A	輪	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8F2A
U+96BC	隼	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-96BC
U+9762	面	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9762
U+4E01	丁	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E01
U+4E08	丈	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E08
U+53C3	參	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-53C3
U+5782	垂	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5782
U+57CE	城	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-57CE
U+596A	奪	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-596A
U+5F1F	弟	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5F1F
U+6050	恐	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6050
U+6208	戈	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6208
U+62C7	拇	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-62C7
U+639B	掛	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-639B
U+65A7	斧	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-65A7
U+66F2	曲	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-66F2
U+6700	最	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6700
U+6839	根	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6839
U+6B74	歴	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6B74
U+6DF5	淵	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6DF5
U+708E	炎	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-708E
U+7701	省	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7701
U+7B95	箕	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7B95
U+7D31	紱	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7D31
U+7D50	結	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7D50
U+7DE9	緩	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7DE9
U+7E7C	繼	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7E7C
U+7F36	缶	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7F36
U+826F	良	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-826F
U+8500	蔀	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8500
U+8CFE	賾	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8CFE
U+91CB	釋	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-91CB
U+958F	閏	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-958F
U+3760	㝠	13	CJK Unified Ideographs Extension A	Lo	CJK UNIFIED IDEOGRAPH-3760
U+4F11	休	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4F11
U+51B0	冰	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-51B0
U+5289	劉	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5289
U+534A	半	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-534A
U+5373	即	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5373
U+5546	商	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5546
U+59BE	妾	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-59BE
U+5A23	娣	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5A23
U+5ABE	媾	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5ABE
U+5C08	專	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5C08
U+5C0D	對	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5C0D
U+5D57	嵗	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5D57
U+5DF3	巳	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5DF3
U+5E02	市	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5E02
U+5F70	彰	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5F70
U+5F90	徐	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5F90
U+5F92	徒	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5F92
U+62D8	拘	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-62D8
U+6A9D	檝	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6A9D
U+6B0A	權	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6B0A
U+727D	牽	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-727D
U+72D0	狐	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-72D0
U+7378	獸	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7378
U+73A9	玩	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-73A9
U+74F6	瓶	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-74F6
U+751A	甚	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-751A
U+798D	禍	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-798D
U+7DAD	維	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7DAD
U+81C0	臀	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-81C0
U+821C	舜	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-821C
U+821E	舞	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-821E
U+82E6	苦	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-82E6
